hoja,seccion,columna_excel,encabezado_principal,encabezado_sub,campo_destino,tipo_dato,descripcion
A03,B.2,CK,,0,0,entero,
A03,B.2,CL,,0,0,entero,
A03,B.2,CM,,0,0,entero,
A03,B.2,CN,,0,0,entero,
A03,B.2,CO,,0,0,entero,
A03,B.3,A,CONCEPTO,Evaluación a Gestantes,concepto_evaluacion_a_gestantes,entero,
A03,B.3,B,,Primera evaluación (2º control prenatal),concepto_primera_evaluacion_2o_control_prenatal,entero,
A03,B.3,C,Total de Aplicaciones,37,total_de_aplicaciones_25,entero,
A03,B.3,D,"Resultados  
10 o más puntos (Puérperas)",,resultados_10_o_mas_puntos_puerperas,entero,
A03,B.3,E,Resultado distinto de 0 en pregunta 10 (Puérperas),,resultado_distinto_de_0_en_pregunta_10_puerperas,entero,
A03,B.3,F,"Resultados  
13 o más puntos (Gestantes)",6,resultados_13_o_mas_puntos_gestantes_3,entero,
A03,B.3,G,Resultado distinto de 0 en pregunta 10 (Gestantes),1,resultado_distinto_de_0_en_pregunta_10_gestantes_1,entero,
A03,B.3,H,Casos alterados derivados a Salud Mental,6,casos_alterados_derivados_a_salud_mental_3,entero,
A03,B.3,CK,,0,0,entero,
A03,C,A,ESTADO NUTRICIONAL,,estado_nutricional,entero,
A03,C,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A03,C,D,,Hombres,total_hombres,entero,
A03,C,E,,Mujeres,total_mujeres,entero,
A03,C,F,10 - 14 años,Hombres,c_10_14_anos_hombres,entero,
A03,C,G,,Mujeres,c_10_14_anos_mujeres,entero,
A03,C,H,15 - 19 años,Hombres,c_15_19_anos_hombres,entero,
A03,C,I,,Mujeres,c_15_19_anos_mujeres,entero,
A03,D.1,A,COMPONENTE,,componente,entero,
A03,D.1,C,TOTAL,,total,entero,
A03,D.1,F,RANGO ETARIO Y SEXO,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,D.1,H,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.1,J,,20-24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,D.1,L,,25-44 años,rango_etario_y_sexo_25_44_anos,entero,
A03,D.1,N,,45-64 años,rango_etario_y_sexo_45_64_anos,entero,
A03,D.1,P,,65-69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,D.1,R,,70-79 años,rango_etario_y_sexo_70_79_anos,entero,
A03,D.1,T,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A03,D.1,V,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A03,D.1,W,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A03,D.2,A,ACTIVIDAD,,actividad,texto,
A03,D.2,B,RESULTADO,,resultado,entero,
A03,D.2,C,TOTAL,,total,entero,
A03,D.2,F,RANGO ETARIO Y SEXO,6 -11 meses,rango_etario_y_sexo_6_11_meses,entero,
A03,D.2,H,,12 - 23 meses,rango_etario_y_sexo_12_23_meses,entero,
A03,D.2,J,,2 - 4 años,rango_etario_y_sexo_2_4_anos,entero,
A03,D.2,L,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,D.2,N,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,D.2,P,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.2,R,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,D.2,T,,25 - 64 años,rango_etario_y_sexo_25_64_anos,entero,
A03,D.2,V,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,D.2,X,,70 - 79 años,rango_etario_y_sexo_70_79_anos,entero,
A03,D.2,Z,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A03,D.2,AB,Pueblos originarios,,pueblos_originarios,entero,
A03,D.2,AC,Migrantes,,migrantes,entero,
A03,D.3,A,RESULTADOS,,resultados,entero,
A03,D.3,C,TOTAL,,total,entero,
A03,D.3,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A03,D.3,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,D.3,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,D.3,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.3,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,D.3,P,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A03,D.3,R,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A03,D.3,T,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A03,D.3,V,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A03,D.3,X,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A03,D.3,Z,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A03,D.3,AB,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A03,D.3,AD,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A03,D.3,AF,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,D.3,AH,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A03,D.3,AJ,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A03,D.3,AL,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A03,D.4,A,ACTIVIDAD,,actividad,texto,
A03,D.4,B,RESULTADO,,resultado,entero,
A03,D.4,C,TOTAL,,total,entero,
A03,D.4,F,RANGO ETARIO Y SEXO,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A03,D.4,H,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,D.4,J,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A03,D.4,L,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A03,D.4,N,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A03,D.5,A,ÍNDICE DE BARTHEL,,indice_de_barthel,entero,
A03,D.5,C,TOTAL,,total,entero,
A03,D.5,F,RANGO ETARIO Y SEXO,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,D.5,H,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A03,D.5,J,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A03,D.5,L,,80 - 84 años,rango_etario_y_sexo_80_84_anos,entero,
A03,D.5,N,,85 - 89 años,rango_etario_y_sexo_85_89_anos,entero,
A03,D.5,P,,90 y más años,rango_etario_y_sexo_90_y_mas_anos,entero,
A03,D.6,A,"ESCALA DE SOBRECARGA DEL CUIDADOR ""ZARIT ABREVIADO""",,escala_de_sobrecarga_del_cuidador_zarit_abreviado,entero,
A03,D.6,C,TOTAL,,total,entero,
A03,D.6,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A03,D.6,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,D.6,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,D.6,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.6,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,D.6,P,,25 - 44 años,rango_etario_y_sexo_25_44_anos,entero,
A03,D.6,R,,45 - 64 años,rango_etario_y_sexo_45_64_anos,entero,
A03,D.6,T,,65 o más años,rango_etario_y_sexo_65_o_mas_anos,entero,
A03,D.6.1,A,"ESCALA DE SOBRECARGA DEL CUIDADOR ""ZARIT ABREVIADO""",,escala_de_sobrecarga_del_cuidador_zarit_abreviado,entero,
A03,D.6.1,C,TOTAL,,total,entero,
A03,D.6.1,F,RANGO ETARIO Y SEXO,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.6.1,H,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,D.6.1,J,,25 - 44 años,rango_etario_y_sexo_25_44_anos,entero,
A03,D.6.1,L,,45 - 64 años,rango_etario_y_sexo_45_64_anos,entero,
A03,D.6.1,N,,65 o más años,rango_etario_y_sexo_65_o_mas_anos,entero,
A03,D.6.1,P,RANGO ETARIO NANEAS,0 - 4 años,rango_etario_naneas_0_4_anos,entero,
A03,D.6.1,Q,,5 - 9 años,rango_etario_naneas_5_9_anos,entero,
A03,D.6.1,R,,10 - 14 años,rango_etario_naneas_10_14_anos,entero,
A03,D.6.1,S,,15 - 19 años,rango_etario_naneas_15_19_anos,entero,
A03,D.7,A,PAUTA CERO,,pauta_cero,entero,
A03,D.7,C,TOTAL,,total,entero,
A03,D.7,F,RANGO ETARIO Y SEXO,<1 año,rango_etario_y_sexo_1_ano,entero,
A03,D.7,H,,1 año,rango_etario_y_sexo_1_ano_2,entero,
A03,D.7,J,,2 años,rango_etario_y_sexo_2_anos,entero,
A03,D.7,L,,3 años,rango_etario_y_sexo_3_anos,entero,
A03,D.7,N,,4 años,rango_etario_y_sexo_4_anos,entero,
A03,D.7,P,,5 años,rango_etario_y_sexo_5_anos,entero,
A03,D.7,R,,6 años,rango_etario_y_sexo_6_anos,entero,
A03,D.7,T,,7 años,rango_etario_y_sexo_7_anos,entero,
A03,D.7,V,,8 años,rango_etario_y_sexo_8_anos,entero,
A03,D.7,X,,9 años,rango_etario_y_sexo_9_anos,entero,
A03,D.7,Z,,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,D.7,AB,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,D.7,AD,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A03,D.7,AF,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A03,D.7,AH,Pueblos Originarios,,pueblos_originarios,entero,
A03,D.7,AI,Migrantes,,migrantes,entero,
A03,E,A,EVALUACIÓN,,evaluacion,entero,
A03,E,C,TOTAL,,total,entero,
A03,E,F,RANGO ETARIO Y SEXO,Menor 7 meses,rango_etario_y_sexo_menor_7_meses,entero,
A03,E,H,,7 - 11 meses,rango_etario_y_sexo_7_11_meses,entero,
A03,E,J,,12 - 23 meses,rango_etario_y_sexo_12_23_meses,entero,
A03,E,L,,24- 48 meses,rango_etario_y_sexo_24_48_meses,entero,
A03,E,N,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,E,P,Derivación,Derivadas a equipos de cabecera,derivacion_derivadas_a_equipos_de_cabecera,entero,
A03,E,Q,,Derivada a MADI  0 a  4 años,derivacion_derivada_a_madi_0_a_4_anos,entero,
A03,E,R,,Derivado a Salud Mental 5 a 9 años,derivacion_derivado_a_salud_mental_5_a_9_anos,entero,
A03,E,S,Pueblos Originarios,,pueblos_originarios,entero,
A03,E,T,Migrantes,,migrantes,entero,
A03,E,U,CONTROL DE APLICACIÓN DE LA PAUTA,,control_de_aplicacion_de_la_pauta,entero,
A03,E,AA,PLANES DE EQUIPO DE CABECERA REALIZADOS,,planes_de_equipo_de_cabecera_realizados,entero,
A03,F,A,MOTIVO DE APLICACIÓN DE M-CHAT,,motivo_de_aplicacion_de_m_chat,entero,
A03,F,E,Hombres,,hombres,entero,
A03,F,F,Mujeres,,mujeres,entero,
A03,F,G,ATENCIÓN EN QUE SE APLICA M-CHAT-R/F,Control de Salud de los 18 meses,atencion_en_que_se_aplica_m_chat_r_f_control_de_salud_de_los_18,entero,
A03,F,H,,Otros controles o consultas de salud,atencion_en_que_se_aplica_m_chat_r_f_otros_controles_o_consulta,texto,
A03,F,I,Pueblos Originarios,,pueblos_originarios,entero,
A03,F,J,Migrantes,,migrantes,entero,
A03,F.1,A,EVALUACIÓN,Sospecha de TEA por señales de alerta y/o factores de riesgo,evaluacion_sospecha_de_tea_por_senales_de_alerta_y_o_factores_d,entero,
A03,F.1,B,,No requiere derivación a evaluación diagnóstica,evaluacion_no_requiere_derivacion_a_evaluacion_diagnostica,entero,
A03,F.1,C,Hombres,0,hombres_0,entero,
A03,F.1,D,Mujeres,0,mujeres_0,entero,
A03,F.1,E,Pueblos Originarios,0,pueblos_originarios_0,entero,
A03,F.1,F,Migrantes,0,migrantes_0,entero,
A03,F.1,CK,,0,0,entero,
A03,F.1,CL,,0,0,entero,
A03,G,A,TOTAL DE APLICACIONES SEGÚN AREA DE AFECTACIÓN,,total_de_aplicaciones_segun_area_de_afectacion,entero,
A03,G,C,MOMENTO Y CONDICIONES DE APLICACIÓN,Ingreso,momento_y_condiciones_de_aplicacion_ingreso,entero,
A03,G,D,,MRS Control,momento_y_condiciones_de_aplicacion_mrs_control,entero,
A03,H,A,COMPONENTE,,componente,entero,
A03,H,C,TOTAL,,total,entero,
A03,H,F,RANGO ETARIO Y SEXO,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,H,H,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,H,J,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,H,L,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,H,N,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A03,H,P,,30 - 44 años,rango_etario_y_sexo_30_44_anos,entero,
A03,H,R,,45 - 59 años,rango_etario_y_sexo_45_59_anos,entero,
A03,H,T,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A03,H,V,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A03,H,X,,70 - 79 años,rango_etario_y_sexo_70_79_anos,entero,
A03,H,Z,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A03,I,A,RESULTADOS,,resultados,entero,
A03,I,C,TOTAL,,total,entero,
A03,I,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A03,I,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A03,I,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A03,I,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A03,I,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A03,I,P,Derivación efectiva,,derivacion_efectiva,entero,
A03,J,A,ACTIVIDAD,,actividad,texto,
A03,J,B,RIESGO,,riesgo,entero,
A03,J,C,TOTAL,,total,entero,
A03,J,F,RANGO ETARIO Y SEXO,0 - 9 años,edad_rango_etario_y_sexo_0_9_anos,entero,
A03,J,H,,10 - 19 años,edad_10_19_anos,entero,
A03,J,J,,20 - 24 años,edad_20_24_anos,entero,
A03,J,L,,25 - 44 años,edad_25_44_anos,entero,
A03,J,N,,45 - 59 años,edad_45_59_anos,entero,
A03,J,P,,60 - 64 años,edad_60_64_anos,entero,
A03,J,R,,65 - 79 años,edad_65_79_anos,entero,
A03,J,T,,80 y más años,edad_80_y_mas_anos,entero,
A03,J,V,Gestantes,,gestantes,entero,
A03,J,W,Madre de hijo menor de 5 años,,madre_de_hijo_menor_de_5_anos,entero,
A03,J,X,"Niños, Niñas, Adolescentes y Jóvenes  SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A03,J,Y,"Niños, Niñas, Adolescentes y Jóvenes  Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A03,J,Z,TRANS,,trans,entero,
A03,J,AB,Pueblos Originarios,,pueblos_originarios,entero,
A03,J,AC,Migrantes,,migrantes,entero,
A04,A,A,TIPO DE CONSULTA,,tipo_de_consulta,texto,
A04,A,B,TOTAL,,total,entero,
A04,A,E,RANGO ETARIO Y SEXO,Menos de 1 año,rango_etario_y_sexo_menos_de_1_ano,entero,
A04,A,G,,1 - 4 años,rango_etario_y_sexo_1_4_anos,entero,
A04,A,I,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A04,A,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A04,A,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A04,A,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A04,A,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A04,A,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A04,A,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A04,A,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A04,A,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A04,A,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A04,A,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A04,A,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A04,A,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A04,A,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A04,A,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A04,A,AM,,80 y mas años,rango_etario_y_sexo_80_y_mas_anos,entero,
A04,A,AO,Pueblos Originarios,,pueblos_originarios,entero,
A04,A,AP,Migrantes,,migrantes,entero,
A04,A,AQ,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A04,A,AR,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A04,A,AS,Por Campaña de Invierno,,por_campana_de_invierno,entero,
A04,B,A,PROFESIONAL,,profesional,texto,
A04,B,B,TOTAL,,total,entero,
A04,B,E,RANGO ETARIO Y SEXO,Menos de 1 año,rango_etario_y_sexo_menos_de_1_ano,entero,
A04,B,G,,1 - 4 años,rango_etario_y_sexo_1_4_anos,entero,
A04,B,I,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A04,B,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A04,B,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A04,B,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A04,B,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A04,B,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A04,B,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A04,B,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A04,B,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A04,B,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A04,B,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A04,B,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A04,B,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A04,B,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A04,B,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A04,B,AM,,80 y mas años,rango_etario_y_sexo_80_y_mas_anos,entero,
A04,B,AO,Pueblos Originarios,,pueblos_originarios,entero,
A04,B,AP,Migrantes,,migrantes,entero,
A04,B,AQ,Espacios Amigables,,espacios_amigables,entero,
A04,B,AR,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A04,B,AS,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A04,C,A,PROFESIONAL,,profesional,texto,
A04,C,B,Ambos sexos,,ambos_sexos,entero,
A04,C,C,Hombres,,hombres,entero,
A04,C,D,Mujeres,,mujeres,entero,
A04,C,E,Con entrega anticoncepción emergencia,10 - 14 años,con_entrega_anticoncepcion_emergencia_10_14_anos,entero,
A04,C,G,,15 - 19 años,con_entrega_anticoncepcion_emergencia_15_19_anos,entero,
A04,C,I,,20 - 24 años,con_entrega_anticoncepcion_emergencia_20_24_anos,entero,
A04,C,K,,25 y más años,con_entrega_anticoncepcion_emergencia_25_y_mas_anos,entero,
A04,C,M,Ambos sexos,,ambos_sexos_2,entero,
A04,C,N,Hombres,,hombres_2,entero,
A04,C,O,Mujeres,,mujeres_2,entero,
A04,C,P,Sin entrega anticoncepción emergencia,10 - 14 años,sin_entrega_anticoncepcion_emergencia_10_14_anos,entero,
A04,C,R,,15 - 19 años,sin_entrega_anticoncepcion_emergencia_15_19_anos,entero,
A04,C,T,,20 - 24 años,sin_entrega_anticoncepcion_emergencia_20_24_anos,entero,
A04,C,V,,25 y más años,sin_entrega_anticoncepcion_emergencia_25_y_mas_anos,entero,
A04,C,X,Identidad de género,Trans masculino,identidad_de_genero_trans_masculino,entero,
A04,C,Y,,No binarie,identidad_de_genero_no_binarie,entero,
A04,C,Z,Personas con discapacidad,,personas_con_discapacidad,entero,
A04,C,AA,Espacios Amigables/ Adolescentes,,espacios_amigables_adolescentes,entero,
A04,C,AB,Pueblos Originarios,,pueblos_originarios,entero,
A04,C,AC,Migrantes,,migrantes,entero,
A04,D,A,TIPO JORNADA,,tipo_jornada,texto,
A04,D,B,TOTAL,,total,entero,
A04,D,E,RANGO ETARIO,Menos de 1 año,rango_etario_menos_de_1_ano,entero,
A04,D,F,,1 - 4 años,rango_etario_1_4_anos,entero,
A04,D,G,,5 - 9 años,rango_etario_5_9_anos,entero,
A04,D,H,,10 - 14 años,rango_etario_10_14_anos,entero,
A04,D,I,,15 - 19 años,rango_etario_15_19_anos,entero,
A04,D,J,,20 - 24 años,rango_etario_20_24_anos,entero,
A04,D,K,,25 - 29 años,rango_etario_25_29_anos,entero,
A04,D,L,,30 - 34 años,rango_etario_30_34_anos,entero,
A04,D,M,,35 - 39 años,rango_etario_35_39_anos,entero,
A04,D,N,,40 - 44 años,rango_etario_40_44_anos,entero,
A04,D,O,,45 - 49 años,rango_etario_45_49_anos,entero,
A04,D,P,,50 - 54 años,rango_etario_50_54_anos,entero,
A04,D,Q,,55 - 59 años,rango_etario_55_59_anos,entero,
A04,D,R,,60 - 64 años,rango_etario_60_64_anos,entero,
A04,D,S,,65 - 69 años,rango_etario_65_69_anos,entero,
A04,D,T,,70 - 74 años,rango_etario_70_74_anos,entero,
A04,D,U,,75 - 79 años,rango_etario_75_79_anos,entero,
A04,D,V,,80 y mas años,rango_etario_80_y_mas_anos,entero,
A04,D,W,Pueblos Originarios,,pueblos_originarios,entero,
A04,D,X,Migrantes,,migrantes,entero,
A04,E,A,PROFESIONAL,Médico/a,profesional_medico_a,texto,
A04,E,B,TOTAL,946,total_434,entero,
A04,F,A,COMPONENTE,,componente,entero,
A04,F,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A04,F,D,,Hombre,total_hombre,entero,
A04,F,E,,Mujer,total_mujer,entero,
A04,F,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A04,F,H,,5 - 9  años,rango_etario_y_sexo_5_9_anos,entero,
A04,F,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A04,F,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A04,F,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A04,F,P,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A04,F,R,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A04,F,T,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A04,F,V,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A04,F,X,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A04,F,Z,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A04,F,AB,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A04,F,AD,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A04,F,AF,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A04,F,AH,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A04,F,AJ,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A04,F,AL,,80 y mas años,rango_etario_y_sexo_80_y_mas_anos,entero,
A04,G,A,PROFESIONAL,,profesional,texto,
A04,G,B,PRESTACIÓN,,prestacion,entero,
A04,G,C,TOTAL,,total,entero,
A04,G,F,RANGO ETARIO Y SEXO,Menos de 2 años,rango_etario_y_sexo_menos_de_2_anos,entero,
A04,G,H,,2 - 4 años,rango_etario_y_sexo_2_4_anos,entero,
A04,G,J,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A04,G,L,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A04,G,N,,15 - 18 años,rango_etario_y_sexo_15_18_anos,entero,
A04,G,P,,19 años,rango_etario_y_sexo_19_anos,entero,
A04,G,R,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A04,G,T,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A04,G,V,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A04,G,X,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A04,G,Z,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A04,G,AB,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A04,G,AD,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A04,G,AF,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A04,G,AH,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A04,G,AJ,Gestantes,,gestantes,entero,
A04,G,AK,Post Parto,,post_parto,entero,
A04,G,AL,Pueblos Originarios,,pueblos_originarios,entero,
A04,G,AM,Migrantes,,migrantes,entero,
A04,G,AN,Espacios Amigables/ Adolescentes,,espacios_amigables_adolescentes,entero,
A04,H.1,A,COMPONENTE,Atención Farmacéutica,componente_atencion_farmaceutica,entero,
A04,H.1,C,Atención abierta,,atencion_abierta,entero,
A04,H.1,D,Atención cerrada,,atencion_cerrada,entero,
A04,H.1,E,Servicios Farmacéuticos realizados en establecimientos de salud,,servicios_farmaceuticos_realizados_en_establecimientos_de_salud,texto,
A04,H.1,F,Servicios Farmacéuticos realizados en domicilio,,servicios_farmaceuticos_realizados_en_domicilio,texto,
A04,H.2,A,COMPONENTE,Atención Farmacéutica,componente_atencion_farmaceutica,entero,
A04,H.2,B,TOTAL,,total,entero,
A04,H.2,C,Atención abierta,,atencion_abierta,entero,
A04,H.2,D,Atención cerrada,,atencion_cerrada,entero,
A04,H.2,E,Urgencia,,urgencia,entero,
A04,I.1,A,TIPO DE RECETA,,tipo_de_receta,texto,
A04,I.1,B,RECETAS DESPACHADAS,DESPACHO TOTAL,recetas_despachadas_despacho_total,entero,
A04,I.1,C,,Despacho Completo,recetas_despachadas_despacho_completo,entero,
A04,I.1,D,,Despacho Parcial,recetas_despachadas_despacho_parcial,entero,
A04,I.1,E,LUGAR DE ENTREGA,En Centro de Salud,lugar_de_entrega_en_centro_de_salud,entero,
A04,I.1,F,,En Domicilio,lugar_de_entrega_en_domicilio,entero,
A04,I.1,G,PRESCRIPCIONES,Emitidas,prescripciones_emitidas,entero,
A04,I.1,H,,Rechazadas,prescripciones_rechazadas,entero,
A04,I.1,I,COORDINACIÓN TERRITORIAL,En Centro de Salud,coordinacion_territorial_en_centro_de_salud,entero,
A04,I.1,J,,En Domicilio,coordinacion_territorial_en_domicilio,entero,
A04,I.1,K,Recetas despachadas con oportunidad (Entregado el mismo día),,recetas_despachadas_con_oportunidad_entregado_el_mismo_dia,entero,
